ID,Yield
ID_9DQB1KQZBTV8,316.39374
ID_CQHWUNCL5PCX,293.5269
ID_J5OEXVDCNB0P,806.81854
ID_RDH6HLOB2U92,261.2441
ID_8TPHQ60JF6EX,405.58685
ID_1PB93FWUQFQB,318.7529
ID_3N976J1OGQLO,597.4794
ID_7KUFT15M92QJ,293.5269
ID_PCCPOOUSGB06,150.75058
ID_3FRDNPVY5FNP,1203.972
ID_BK9ZR4TDE7NZ,622.9155
ID_OUWYLUIH2R51,416.89847
ID_L5ZLQMRH6KKF,614.6745
ID_Q4UW4DG55OJW,566.19403
ID_OYF1ASPZJQNP,411.61176
ID_GZUUS62OBWF1,938.7812
ID_KKZDBKDWVPID,317.18332
ID_YCYMKBL2CA1K,405.68964
ID_KHTP23X20T5I,412.73514
ID_PVCGOZWIYCRW,3910.2026
ID_32NAED58MFBN,1235.6526
ID_N20MRZDYH6K2,959.8456
ID_DBTQY3BIX7K1,318.65988
ID_VXHEQJCSAEGO,405.4757
ID_1UBFDMDD35E0,337.70602
ID_UTQLHUO15C6P,1249.7494
ID_KUQSQP4UEPNX,3028.1255
ID_NG1BV8SLDLT6,241.7217
ID_3WE5BFF4QQ07,338.69656
ID_OJCKZSAW11FT,909.5767
ID_01FMRJ8CZ1B9,326.52228
ID_UFCY75JEV9LT,458.23138
ID_2EZWQR6H2KMD,861.8676
ID_VDBLFDMIL8NG,760.89935
ID_AT56XBOIGQNE,784.21204
ID_AXZDBVR3IUR6,239.69789
ID_2TXCT78Y3PKC,251.9488
ID_VR4Q2KY91Y7I,1346.5322
ID_EQO0B00UOJ18,318.23032
ID_80IN0NOG3IGG,243.36217
ID_52G244TD18XX,603.2604
ID_VU2RGX6FV7SG,585.9764
ID_L5TFK1K76NVV,316.86194
ID_9CP641SBWCAY,107.181755
ID_GCL2HBCVD3GT,560.3699
ID_9TSTSM29ITZV,1325.3507
ID_L9B0F5XY5C0Q,906.0984
ID_CB1C6HBQXD06,293.92886
ID_HKJ98YOILTWN,1393.454
ID_5TPFAMIJT35T,814.4497
ID_17C2BIFXGXAB,407.15738
ID_ZY0FDD05Q344,320.25568
ID_XXKL2UKB6T7P,1284.3451
ID_RMQ5T81PW81J,622.6301
ID_I1KFYFIUMBBQ,607.0201
ID_1C1WGJ4TLP0X,159.00586
ID_E5OL8AHYNIRQ,576.99615
ID_XKJ6NPCU23KQ,385.9061
ID_H2LK19RTKLBN,319.36075
ID_8SXD7K2XR4Y2,317.14816
ID_R6PS7QO3TIP3,656.23395
ID_7Z26WTZTG1EE,254.38
ID_NVW1KES21JE6,604.3192
ID_KZQ5Q7QITN1J,625.9731
ID_0GK554F5HSPQ,2953.5198
ID_CA5E6O3YBPYR,231.56293
ID_NTRTGR2IP7JQ,594.59955
ID_062VNY633NVW,606.61884
ID_465NN80WHNMI,317.79733
ID_T52DNN3DYVA2,317.3408
ID_CM0W1BO8Z7YV,403.7553
ID_YV087R41HIW6,413.38974
ID_VT6TAOGORN0T,1045.875
ID_030L0XB0GEPB,255.12614
ID_YECW50OR7NEH,316.46927
ID_5W7NWNYH7DA2,219.93573
ID_I2AKJ4TGA3JS,286.687
ID_LMSXY4W2OCHC,410.54544
ID_W1EWJ1KHVFWL,653.3105
ID_3ABZTY079K5J,3295.8206
ID_4PEE9P8ISN4T,1484.4811
ID_DZD2PTXBQ36C,253.28255
ID_VRDCKGL60J4S,1366.525
ID_W300Q133BITD,150.09009
ID_BGPCJWWGLRAD,1325.5836
ID_2VD5AHGUA8FZ,242.07518
ID_N2YHCFW8BCW1,245.6998
ID_KD26RV3Q4Z8G,379.54
ID_B4L9RE7NMY7S,653.42786
ID_BN9X6GP81HB7,303.8361
ID_Y6GNK64VJEAR,321.74295
ID_PE586K2WC823,378.23224
ID_WL15S18OVHW9,1361.7303
ID_5R6L97XFBM4P,626.30756
ID_55YCU1CHAZYU,1226.8099
ID_WNGH3FP6KNWH,4188.6587
ID_9JR09YWTJIPX,563.3921
ID_870NP4IDB2WF,409.37833
ID_X6ZCELIES4N3,709.9669
ID_S0Z4WELW3RKE,654.9757
ID_I1M86V2XW3NU,565.93225
ID_PR25E8LGMX5C,326.74747
ID_5RGXU5KZER2O,3013.4219
ID_N3OWXZ0A4PQ2,570.23395
ID_BUYPSV8J9VX4,941.89734
ID_ZLJBGWFNKT3F,569.9276
ID_E3U792EGWSOZ,116.64921
ID_KQE4T2DIGF73,316.00668
ID_FIOW6R8A6TD9,2173.1353
ID_6NHV395NXUMO,644.5344
ID_DLLQTLGA5BZ7,124.24356
ID_12090DS3ONFO,257.47476
ID_84WRYZXSNB5W,252.76447
ID_5IHINMMQ33HN,649.95575
ID_Q3TSBO3V5MV0,700.46936
ID_ADC7FBDIRB67,330.35663
ID_YFVLB2MLINSA,753.9112
ID_0M2B2IU08JHG,559.39746
ID_V9K16K3JJ64W,151.65427
ID_T0APDRNZ2PUP,913.02576
ID_UD6Y4DW52N30,405.68964
ID_CPN4N1LLQUYZ,220.59848
ID_NBZ50NSHWKX4,1900.3224
ID_JOBTZIGNUJYW,129.64745
ID_QIXJYAUTNLGR,412.16333
ID_AX9K1UFBM90G,235.5952
ID_FDDURNIJQYRF,1507.3276
ID_LVNQ4RR7Z5M9,628.56604
ID_UYQMXTUWGEX3,317.41394
ID_GXYT79NRDUCC,315.58075
ID_9GC9RL0156TI,570.50256
ID_65R1QHRZPXV4,200.01743
ID_61D172EINVHM,228.60384
ID_YTRIQ7CPL06G,316.96335
ID_SWBH0D832EJH,415.64807
ID_JI6G3OYFQJKY,292.50296
ID_D2P1PLCDCW6C,929.75946
ID_4HZATY2UQP7J,645.54553
ID_I13HAXROQ8ZI,570.0582
ID_EBWZ4DITBMRT,928.639
ID_46V1XAD0HNM4,199.43044
ID_7F0Y5BH75MA1,316.1577
ID_8KDNAENIPD6O,265.8114
ID_31557CM50TT0,140.7552
ID_1H73ZV2DGAJS,614.98584
ID_MQBQ7Y3DAME9,585.2426
ID_FABZ5F40A430,924.4122
ID_ARH65MSJKMXQ,318.67267
ID_NZAYF5EC84XF,2430.4678
ID_8KTFQU943U8U,617.1101
ID_HOOPMK98RDVW,604.5696
ID_6NKRHFXDAL2W,237.18892
ID_3Y0E2QZSY8BE,404.4763
ID_7RBTQWOKF593,155.71431
ID_G32EHA5H8KCH,106.18186
ID_FP8GAONCAYON,235.61821
ID_Q1YRG5JLSL51,717.16705
ID_LUEHBMKN3WSS,408.7307
ID_8CR2PDGM6RTS,806.81854
ID_UISG39MBLWG7,408.10785
ID_ZFX52PINM9TI,155.99559
ID_AV8EYUEUUBVA,161.24944
ID_LDK0UP6ZOTQS,824.71136
ID_Y71AZZAYF00N,317.584
ID_IAA19P3EN9DF,322.54782
ID_M8ZJ8397H56M,751.771
ID_2LVL6QWBY48W,1110.4021
ID_66A871THV43V,595.996
ID_K9CFTOS3JA2N,320.0253
ID_SN7U1P14V2N3,410.51627
ID_68RW49FF7NF2,1486.151
ID_1BYE6Z8W58NR,321.5301
ID_DGIYN4VXFWW3,320.3787
ID_I13X0T9TWG4N,675.54865
ID_7HE2NP9ZDI7E,551.02106
ID_PKX1BWJLKKF1,401.17273
ID_FGCBRPH417HI,249.4833
ID_XZHCQ2UL7EQB,649.30634
ID_3F60G7BTKL3E,408.7307
ID_X8UKDAZNQLE5,179.11177
ID_WF21DZJQ0MEZ,410.47665
ID_2JORBK01S76Z,254.36714
ID_N40FQ79VCRBZ,251.0103
ID_GTLFKV861ATM,406.78036
ID_27Y0YW3K0RMP,424.18857
ID_WV5M56G6J46P,320.27036
ID_2A6AX6F5M2R3,247.46571
ID_O1WA343Z0Y3Q,319.86255
ID_5RO8TLZHVZ4U,247.93896
ID_WNL0HEE8FNAX,639.524
ID_KRAHFXWUE34U,573.83875
ID_B0BZ87T7Z4G1,646.6768
ID_EF8RZ2A57MOF,316.33282
ID_CKZAYHVYDNOH,263.76404
ID_24T2915PUUBL,578.1589
ID_9N44D14F4Z9S,1315.1342
ID_4QI2PK16L4W8,317.3408
ID_5GSE1ZV2KZ36,406.2562
ID_30MYYJ3CGU71,340.8869
ID_R0ZZ2K2C4IFQ,261.72906
ID_SRSO7ZIVRHMS,563.84314
ID_ADMXQ913LY99,317.70416
ID_PS7YQR14G3Y3,564.36005
ID_MZEO9V8999MJ,1746.2556
ID_LUGALDGQDU2C,319.6804
ID_6E0LFWNRDDBC,558.8146
ID_BH392O5O9YIJ,313.814
ID_VP4R17PGR7PT,796.0376
ID_Z584MTBFZM57,127.6496
ID_FMP63TJMIYD2,237.02095
ID_0VVXHZNBFV7K,577.4342
ID_R3G02LS8GNA9,326.0932
ID_Y3HXNR6C9VPN,325.1245
ID_P2EI5WTDARVB,565.5431
ID_J81U1U9GRXMM,318.23676
ID_RUJ2JWO1H36Q,2400.463
ID_D7KZIKGDA5TC,408.38214
ID_IXZVPO7I6GFT,716.49347
ID_DYEIPGE8LAWB,1925.8822
ID_YFXPGWLIF1JG,404.74414
ID_M06RJHKBWY49,320.37964
ID_9AQXDJAJZEKV,411.15912
ID_W8K9BX9LC95X,861.21075
ID_QI5ZUDAWIO6B,553.78796
ID_UAUMCZMYYG50,648.2131
ID_MB0FWEMQZIS3,292.61554
ID_I3VLDTUXI8OU,686.00836
ID_FL43EATDHM0N,405.92197
ID_F8IKOUJWBLAS,322.0301
ID_MY6O19NPIVK6,1284.6117
ID_XIRL5AT0PRFF,326.15555
ID_V770RBDE6Q4Y,405.6469
ID_0PZHH6TLV3CA,232.6129
ID_VWY9TZXSBA2I,1586.1322
ID_0IMHIJVZNH4F,417.71512
ID_J9R0XLLUEYV5,572.2867
ID_SXO3TLUQS06B,405.9181
ID_IIFWSOZJ87T8,234.30103
ID_003IQ6P16IU6,579.3728
ID_8A4XDDFF9KES,627.672
ID_ZADQ4EOPXZ5X,648.9251
ID_T3BJIT95VAK6,1150.8947
ID_9JBVPAY5SWE5,239.62071
ID_H69MYTOAOWGW,2746.9414
ID_KX131MVNIQYK,171.6095
ID_9TBIA2TY51SN,406.15125
ID_LSJ9Z973V7HY,317.26492
ID_1V7154B52Q1R,638.87524
ID_61T1B66LGY96,968.37134
ID_6OMUQ7RGG9PB,155.78322
ID_UOP0YIGOD0C9,646.1662
ID_FUEPC3I8AGM6,249.95782
ID_9DZ2XHHCILE0,352.07462
ID_K31RQKN5YZGQ,149.53912
ID_5ONQKXWCPAYW,319.7568
ID_WTFWWIHRP8QJ,129.76225
ID_1DB4QAC6FY9E,230.90431
ID_JTN33DQWNP8S,320.7579
ID_URGC9CNXA7X5,318.391
ID_TLCVMIUVHIDA,661.9676
ID_TUK3UTUY685M,316.2206
ID_C3CXY15NEROI,648.1267
ID_HLKXLS0FWIO3,318.4633
ID_3KYOCLW494ZU,624.79016
ID_ANAMG2154VTI,1095.9746
ID_RZYTYJZGW8V1,590.77515
ID_U0TE2JB46YOT,2074.642
ID_033YEZI2YTMN,319.03705
ID_M5MUL0OYJ521,337.4682
ID_GLNNBNCO2ZJT,316.58984
ID_5D0G39C74311,235.39412
ID_76NPV6TK8935,609.2706
ID_ZBDU7B15DZ06,768.5636
ID_7ZY916L3IR3J,579.0947
ID_NT49YSFTD1RL,156.48001
ID_JO5LMUSPDOE5,403.23096
ID_20WSYTHON01Q,151.84834
ID_29VL60799V4G,618.17505
ID_LWOVH2BGMAXM,786.01636
ID_U40UK9R0U769,903.196
ID_GLMWDVQ0ZBSS,570.78436
ID_H9WPOE6GENMJ,408.65744
ID_D777FHIP8F1R,643.44775
ID_UE7JO485SVK6,107.181755
ID_KMUR984JCI6C,258.0151
ID_5UB63IBXG3O1,406.56854
ID_IP1S04YTUGT1,1166.1401
ID_UJAKLBHMJ3YD,605.2086
ID_W4V2VRY6V3ZG,261.40396
ID_UPWIMZ9NKMFX,596.67664
ID_TVYVXPBGSFUC,239.56851
ID_8WEKEFRVWLHJ,579.9958
ID_9RLCRH7Q0PXK,317.232
ID_02G01CVY8X2H,317.90802
ID_KE5BLNSCOGKB,956.4321
ID_9JNMULI0HP0P,817.7534
ID_B8OSQ43TMBSR,625.5616
ID_PZWWJKYN923K,692.54236
ID_834BS53CZ6LC,424.62912
ID_5BMWFG250JV4,793.92236
ID_LM22RNI83BJM,572.2867
ID_JQS59EY819HO,232.89856
ID_E43X5ED6NLU1,326.33966
ID_8UZSHKU5UT2V,923.3984
ID_DJ50AHYEIPZ0,905.429
ID_R4NIIOESVN7T,753.1505
ID_YKL207W57L0U,261.16086
ID_12P6RU298F9N,594.8259
ID_IZ6WTP5Z17WN,843.0587
ID_NZMFMBIC4FNF,257.6647
ID_JLTDB0VTB0E7,272.34985
ID_17SQTC2HLKAE,404.4981
ID_I1X7CIDBKXZQ,250.38202
ID_PSSACU4V0O6O,594.6687
ID_V4HUIJ6F76SW,313.23694
ID_8COHYHKML3JP,784.21204
ID_JN4AX2B2C50G,112.76373
ID_TMJ0OO9Q2WOJ,2017.798
ID_C95LNL1M8H2N,606.61884
ID_RVPLXJ5UWB6O,242.26242
ID_TV9CCKV6IGN5,1425.0391
ID_K19V3I8YE12K,317.93546
ID_KGXUKFH4Y7YO,412.10825
ID_WJSH3NU9GIQB,61.4232
ID_EQZ7H1WA78OS,158.91231
ID_1MKAKRVW5T92,238.7219
ID_PZFWOHDEYNGN,413.38974
ID_725LTZ95U1E1,649.2112
ID_THK0MEQMKDUT,1571.4625
ID_RTQ01NMMKXYA,588.92566
ID_8B19FL2AJ194,235.94133
ID_D6RNJ17OIWWY,733.6007
ID_HUGK2Y59U7KJ,804.3603
ID_KWIMK8AMZF5A,727.0291
ID_UURMSVZDKKSF,804.3622
ID_2R9G9PQSADOM,255.79082
ID_BI9UDH99U450,236.04192
ID_7ODW5MXTDNCG,653.19867
ID_HWJ9WKS3IB5J,408.61914
ID_JGO7PWMYOMUB,568.48224
ID_MCQSOIZ5BXGC,244.78415
ID_J0X3K8DOSPYN,564.0922
ID_VGQJ4WYJJBAT,321.87103
ID_FHRVJDWVEWZK,592.1969
ID_YFDZZ7FAT8H7,605.87805
ID_ZW6ZATUAC5CC,411.03442
ID_W0BWKL5E7PYH,1101.9158
ID_9DJGFL3PX533,555.7251
ID_NYXDVDMQO20V,807.3417
ID_J9R96PPZPO32,928.5372
ID_03SHDKQD95XF,331.5759
ID_9UYFG0NC9QTM,677.1551
ID_PR26C0RSQ89H,591.7645
ID_KOOC7HGDZA0H,745.12286
ID_218WMH65G8WU,657.0061
ID_PRAU2EMQM87U,401.13138
ID_D6ZOJRHT0A7H,411.6898
ID_CITJ0RJ9ZAOC,785.1736
ID_TP5RXW7QXP2O,2008.7672
ID_AZNDXJTYSGDF,260.55908
ID_78WJNL0RRA6U,673.7661
ID_TM6VWF7REIS6,1408.2382
ID_X3TVNO4XNHN5,814.3006
ID_3TDSR1D7HQ8T,680.65564
ID_82ZSQZQGLY1Y,409.38455
ID_8OKP01595X94,313.11346
ID_2OKINRRT0XL1,2319.0212
ID_DA98EJU0NT76,587.81604
ID_V17R17KYCDG3,584.848
ID_OM42UEJQR618,160.21832
ID_646D2KBLNLC2,245.38812
ID_9RU7QWS0WIDP,639.8546
ID_PFFCHUW5O67L,412.07034
ID_ZSV9TC0UW5CK,320.411
ID_MSYLCULH22KD,415.9547
ID_6ZA9ROTCTCTY,408.70175
ID_L0J7MCL12NR4,337.72128
ID_SCDUXWEDL6C6,813.23987
ID_7QHVYN5YJYAP,196.19218
ID_AUT5E4W1IF34,1312.072
ID_7JO0TQWT9W8K,320.28186
ID_3UUBOUNG1CH8,197.82408
ID_4Z5JFK9VF762,271.5949
ID_3Z9LB1PGHP96,803.8764
ID_D0X7IDGN74GR,321.64877
ID_BBY6G4GET31C,1442.0309
ID_PT5LBK4XRS89,416.5161
ID_Z6A67N4N3KEJ,61.4232
ID_Y6D7U7R1ULMA,263.76404
ID_WQOUU960NDO4,119.14263
ID_XC7PSRE6WWFP,253.27007
ID_VF7NABSVT35U,613.9226
ID_25MZL6HIS26M,1132.7953
ID_D86BC6U7FA2J,596.576
ID_F4KMTFROJWL2,320.62347
ID_QK4YHF5UETBQ,320.42184
ID_XPAHSEI49TYN,1142.2817
ID_69F6K475WX7V,148.45909
ID_9WS9F7Z1CE3M,317.39716
ID_XJC8VVXC9TBX,550.20844
ID_CD5QDTLLZUPT,248.88275
ID_O80J4RH6LVDS,1054.5637
ID_KWSKN3HTLPK2,160.152
ID_5SKHT6NDFHJR,151.48276
ID_KPQYKBZGK6Q4,287.1444
ID_866ACQHJ1632,320.05945
ID_WX844ME5IT0M,209.1504
ID_AWNJ1KEP1QK1,1155.7662
ID_16ZJ7XNWB9ES,847.9178
ID_2NKYXQYFQQRX,405.68964
ID_DDQYDSPF4BXY,640.24506
ID_1KBQ8Z8QZOL3,1266.8397
ID_GJO67I9XF6AK,563.5974
ID_PCOF5INSVXM2,408.52826
ID_W5GMROHJ01RZ,320.25568
ID_WD6GCHMOFFZK,317.7448
ID_GF3NQ1FP4MXO,938.56525
ID_FBQI3IPLIAAZ,261.55106
ID_BKRCXGDJI2ZU,406.5149
ID_WC5O6CA49JCT,261.36423
ID_TC771F4NXFD3,626.6795
ID_HQAI0KUSI7FX,1285.0422
ID_E22MKA5X1C38,405.77094
ID_P4TXP8UNLQ5F,59.503746
ID_7VFK2TR4EHCU,300.28522
ID_XIMWJDO2J9S2,108.32049
ID_1SFZQ86IVMCZ,784.21204
ID_XNSVNT862EIR,1524.1208
ID_KEULJBL0QMMA,385.9909
ID_GEAJ29CHENIM,555.64636
ID_XDHNQQ1BMP4K,317.06396
ID_ZG8Y74HTDSKI,113.71668
ID_VUYOGM0KIABM,1236.2781
ID_U4XH4UTLQ5EO,318.08224
ID_M1TT1PZJYQX3,444.97714
ID_DO1SCI0NAS39,564.9506
ID_PP2CV6NRSO3K,315.50598
ID_6F4A688829M0,1301.7113
ID_67C7XJW5Z9AP,406.56573
ID_G9GXUSA0IV0D,232.38782
ID_0G0WQUKBXG47,324.5999
ID_6EWF22XJX21H,792.78436
ID_UIL7S6F6IKE8,322.86136
ID_O55OOUDQOKBE,1911.1387
ID_OKZW0FT04KAU,181.42462
ID_5QCE458KP8MH,409.38455
ID_K1MX59GNDLA3,1017.5588
ID_XEAANBI4M6MP,814.48206
ID_7K7V374NL5QU,258.08322
ID_Q73O4J7PYNLD,923.4838
ID_8X79S7L9FWUS,331.89014
ID_M97TRZBEVI0V,337.61487
ID_U9TU5QRVSIKV,673.08813
ID_PQPZ0AVV5HTH,642.63916
ID_1L6LU32N1HFC,81.26223
ID_UBZ21YSSVE0A,575.5112
ID_TFXFZIX00RA7,1304.1777
ID_32CMCT5XS364,438.43484
ID_E95XC4DYH26Y,59.503746
ID_S8ENYM45UWSC,1981.5981
ID_PU514SH6TUVR,177.41492
ID_RVEWUGCXQCNS,336.48782
ID_BG6I25RU4JV3,642.85175
ID_RNDBVA4NU0LW,405.68964
ID_H1GVVG7EF7WE,319.54892
ID_4VG5G0IN38WK,149.2201
ID_LI1DHO8DO7WH,238.58087
ID_K9IUCGCTABHD,546.70667
ID_COWCI2PI2LF9,113.10416
ID_0QE8PUWQKHFZ,649.1156
ID_MT3EUT7AX265,313.684
ID_T69R1A784TNY,1311.6165
ID_N4FRZ8SPSN61,319.32147
ID_DFIMHTLXA82W,656.3374
ID_BI4VNVU7JAXF,1909.0568
ID_6C9EUI1CKTQY,1048.5394
ID_V7R0PZU27LD7,407.21964
ID_NXHSZUCHTMO8,1052.4188
ID_PSSPKF9A2USI,813.23987
ID_M9XZ0NNGCXJE,317.13623
ID_3BJCEQIRMQTP,301.01288
ID_EWS2TOD7IJZI,1280.316
ID_4N61JMVTUKQ5,266.36615
ID_B5NBU4COPYXW,405.9543
ID_ZS7CIFJ5G37Q,1858.0027
ID_X4E6NMBKJLQT,105.71335
ID_1OH68E5CL3NC,912.2351
ID_DNSUBE5MRZR8,1071.8422
ID_GHVXO83MCL6I,605.61127
ID_CQ0FBB1L5EY3,410.82343
ID_9PEPYSUTV8XP,729.521
ID_CH40371WNU45,318.81094
ID_KREBTUJY9PUQ,322.11993
ID_AH2DHFW5Y7VZ,571.7468
ID_O2YSLD8B37UI,409.96658
ID_CGJLQRDMQGPI,402.4382
ID_ZIH4810LD2X4,384.84375
ID_1GUQ67PJHO6G,156.48001
ID_YO7NKY9DFON2,1355.6128
ID_H8DG3XXT4R3S,385.34964
ID_FD43UJOLYMFB,318.06973
ID_BQ8JTW0GEMB4,412.24216
ID_RA7TSCPF1HBL,404.84448
ID_HMSUJ88077KV,316.42725
ID_2K6CE567GZ7D,406.08118
ID_J0UYQQWYJDJ3,818.6173
ID_42YO171TPVHZ,938.34937
ID_KMFDQQYDBS4X,410.78043
ID_EKKF7GLOX3SD,316.97342
ID_NA6TYX9PY21I,618.7824
ID_PA459A9AES6D,1864.4283
ID_ZHJ35MUIKDGT,627.2885
ID_2KS148FT28VY,955.8874
ID_ZP3Y1EOLD1XT,329.3737
ID_M202WZ18JHLM,603.8254
ID_O3CUG423MY9H,3015.605
ID_JK4O5BTLDHTX,267.55032
ID_69E0GNTDT1LF,3177.12
ID_RN3RLK50ETXN,563.20825
ID_PJ3QBFDFCBUV,236.16087
ID_WRU2ZQEZZA2A,1311.425
ID_261VC80CL904,241.94112
ID_3PR5200O44QG,1311.4612
ID_V315713I7M9M,408.95074
ID_WCBVJ74XU15K,556.16394
ID_ZXT4WUZLCMVH,322.0852
ID_GDU9BX84VUVE,5201.235
ID_5JB3YMBM4T6O,264.1287
ID_KBAPVR46VC22,655.46497
ID_4IXICKTIPPLU,621.1164
ID_AM94QK241VPE,1636.7635
ID_W12HOWGGSMS8,252.64728
ID_Q1G32KADTS51,316.0231
ID_V3JIA4P4668B,814.3006
ID_Y86K83ZPC3T4,407.23276
ID_K6M588093ONJ,409.39383
ID_8QKXNKEAI8U8,105.654564
ID_X7PUGW9NI1FI,315.46747
ID_VTIQSDY0X1FD,407.17728
ID_4VC1K7FA4J17,316.4769
ID_3GCDF7RV12BF,1033.7404
ID_PSLVQKNWEZ0N,324.01886
ID_IGCX54TFOFX9,320.47162
ID_1SZ0EPKMQJ3L,287.68668
ID_RRLAI5EB891O,1351.1946
ID_ATRY9VIAPNBP,319.0922
ID_5LIP4CV5CHJ0,572.5716
ID_ONHO680NIUHR,539.1881
ID_VTRB9ZYY4VI0,627.70105
ID_JAE3UP8KOYFO,261.3849
ID_I02Z7U56HMOO,413.61514
ID_RFXD3G5UO06W,1397.0848
ID_1SQXKIK51IGW,258.6897
ID_T5UXJ5RC7PUZ,648.1267
ID_JM7G4MGZXPA4,412.6931
ID_6FF2BX4HPOG7,270.7169
ID_8UTWWHXEL9R5,729.30115
ID_3YJH7Z2OWJED,616.97406
ID_4BVYTNKO9YLK,940.1385
ID_KNDRB17VJJHN,331.76437
ID_PL3IRYM11FGQ,621.1164
ID_33QXHWS7FFUE,747.37616
ID_2J04B9UGSZMQ,843.0821
ID_ZJV6QMH0E1S2,902.019
ID_3SY7ARGY3QVX,2075.825
ID_KIAVLFCA0QAB,153.00713
ID_Q4EJVPZEZXGI,412.26038
ID_65605390LAS9,865.7373
ID_Y104K9OC8UGE,656.585
ID_3K6WOEPF2FP8,848.0432
ID_LS72BPM71SR7,404.81302
ID_Y7TIOX2MBVN1,257.99307
ID_JM80BY34TODO,408.45468
ID_2WAZFPTIJ1OA,405.68964
ID_T9YY5C8C1CBO,412.31665
ID_UPRSY14003PO,372.01514
ID_7XOLQOXF8MQB,316.94946
ID_I32E35Q5PL6J,652.5511
ID_22FO3O040DBN,412.26038
ID_2UXKSAJOCCUC,412.51596
ID_5GUT0JCPY47C,595.58124
ID_LID7SSDMXCW6,107.54725
ID_WCWCOJH95NFM,251.48491
ID_4DWQ8EGOZF76,410.05118
ID_SJE53PFBNDY4,569.38617
ID_MUP7H5EUQUYW,691.3013
ID_2G8S8FICGX1F,680.9175
ID_T6X2E4LGICKT,241.54045
ID_2NBITHH2CMR2,569.9099
ID_IXO2IO18FTPN,917.95795
ID_35RBHZZG2K9S,572.0075
ID_5X3KT9OXDOCL,968.41003
ID_EXX5T31QH9U4,570.01776
ID_LSZRIL56T47Z,917.85315
ID_5ALLBTPE63BZ,1596.0841
ID_ZRT3VO9XJTOJ,421.75845
ID_IVZNV00VK1WF,239.11513
ID_STJDVR9FV5ZK,909.53894
ID_MUL2I0PV3WXF,567.7246
ID_350HG62PKSV9,265.38998
ID_CFU1OS0WRIF1,410.28717
ID_E2X9RKRER7VN,410.60086
ID_FAXPVHA3GBDX,881.08673
ID_U20QSSM0WQCL,383.3167
ID_8STN6IQK6GRH,61.4232
ID_RRV0JV74KLEG,614.07007
ID_SV90TJDKZDBO,5820.9062
ID_VG3DNKAC70DB,408.53723
ID_N6VEVLWM0JUZ,847.8034
ID_R6EAOP7SKH4P,951.8357
ID_WY1E27L1SF3F,643.20654
ID_S6Y3EIMQPINY,1306.2717
ID_C6FGW58XYOOC,109.38322
ID_66ZQIE06VO23,614.6745
ID_OQGZLQDASMAM,242.25465
ID_O0VXS8F7E71M,259.30212
ID_RYWO2W04NGOQ,690.70355
ID_UQJV4MFOR1M5,320.107
ID_4RF26BVNXYCE,1499.3253
ID_97BLKV6Q0HEL,2177.5752
ID_UBBEFJS5I0QH,142.2674
ID_1O85NFRVJWEG,576.50885
ID_IMHZWDBK0ADL,245.5052
ID_YP71ZG5HZP4L,614.6745
ID_EQYXNVKPIZ8S,317.32626
ID_IUMZ7HN2JIIN,562.2084
ID_TEYADZ461KBT,654.61426
ID_WBKUDZP701N9,603.67444
ID_QREVEZ4H807A,151.10684
ID_1FI6VLAJHF5I,1295.4991
ID_AGYQKZWO32LL,603.8987
ID_2AWB54BA84ZT,406.10703
ID_HT3K0J78M9RG,646.04205
ID_1Y0O3Y0QYTJS,642.40515
ID_ZKH62QGNMI1V,113.37991
ID_BJVKX6P2LOVK,627.7331
ID_RJG2AH2AUIN8,314.1707
ID_C1YRVYTDHBCI,322.0359
ID_1TJKPVFP9B3X,245.78665
ID_ENTHBKNB4R99,413.9275
ID_TY66I8PV70BN,235.54056
ID_6MMECMX3B728,983.9115
ID_GZ9YGWCLLMKN,337.2744
ID_01YVA2LJVYBR,230.96088
ID_YQRL2IOUU4SZ,405.68964
ID_VAX2N8ELPEZE,315.20218
